Music:	♪ got a heart full of birthday-- ♪	Season Count:	1	S:6
Music:	♪ bye ♪	Season Count:	1	S:6
Music:	♪ who's that dog? ♪	Season Count:	2	S:6
Music:	♪ who's that dog? ♪	Season Count:	1	S:1
Music:	♪ who's that dog? ♪	Season Count:	1	S:3
Music:	♪ who's that dog? ♪	Season Count:	1	S:4
Music:	♪ mr. peanutbutter ♪	Season Count:	2	S:6
Music:	♪ mr. peanutbutter ♪	Season Count:	1	S:1
Music:	♪ mr. peanutbutter ♪	Season Count:	1	S:3
Music:	♪ and you think you're never wrong ♪	Season Count:	1	S:6
Music:	♪ oh, but you're so-so, honey ♪	Season Count:	1	S:6
Music:	♪ oh, yeah, you're so-so, honey ♪	Season Count:	1	S:6
Music:	♪ you think you got it all ♪	Season Count:	1	S:6
Music:	♪ if i knew i waited too long ♪	Season Count:	1	S:6
Music:	♪ i'd find a song to push the time along ♪	Season Count:	1	S:6
Music:	♪ change works so well for you ♪	Season Count:	1	S:6
Music:	♪ 'cause you're so-so, honey ♪	Season Count:	1	S:6
Music:	♪ and you start to sing along ♪	Season Count:	1	S:6
Music:	♪ i'm bojack the horseman ♪	Season Count:	10	S:6
Music:	♪ i'm bojack the horseman ♪	Season Count:	8	S:3
Music:	♪ i'm bojack the horseman ♪	Season Count:	8	S:4
Music:	♪ bojack ♪	Season Count:	10	S:6
Music:	♪ bojack ♪	Season Count:	10	S:1
Music:	♪ bojack ♪	Season Count:	1	S:2
Music:	♪ bojack ♪	Season Count:	8	S:3
Music:	♪ bojack ♪	Season Count:	6	S:4
Music:	♪ and i'm trying to hold on to my past ♪	Season Count:	9	S:6
Music:	♪ and i'm trying to hold on to my past ♪	Season Count:	10	S:1
Music:	♪ and i'm trying to hold on to my past ♪	Season Count:	3	S:2
Music:	♪ and i'm trying to hold on to my past ♪	Season Count:	7	S:3
Music:	♪ and i'm trying to hold on to my past ♪	Season Count:	6	S:4
Music:	♪ that i'm more horse than a man ♪	Season Count:	10	S:6
Music:	♪ that i'm more horse than a man ♪	Season Count:	10	S:1
Music:	♪ that i'm more horse than a man ♪	Season Count:	10	S:2
Music:	♪ that i'm more horse than a man ♪	Season Count:	7	S:3
Music:	♪ that i'm more horse than a man ♪	Season Count:	8	S:4
Music:	♪ or i'm more man than a horse ♪	Season Count:	10	S:6
Music:	♪ or i'm more man than a horse ♪	Season Count:	10	S:1
Music:	♪ or i'm more man than a horse ♪	Season Count:	10	S:2
Music:	♪ or i'm more man than a horse ♪	Season Count:	7	S:3
Music:	♪ or i'm more man than a horse ♪	Season Count:	8	S:4
Music:	♪ with a hot glue gun full of beans ♪	Season Count:	1	S:5
Music:	♪ shot the beans on the railroad tracks ♪	Season Count:	1	S:5
Music:	♪ ...know what i mean ♪	Season Count:	1	S:5
Music:	♪ i'm a man out of time ♪	Season Count:	1	S:5
Music:	♪ and time keeps runnin' me down ♪	Season Count:	1	S:5
Music:	♪ 'cause rules are for fools ♪	Season Count:	1	S:5
Music:	♪ and i ain't no clown, no ♪	Season Count:	1	S:5
Music:	♪ they say the devil is a woman ♪	Season Count:	1	S:5
Music:	♪ but i ain't no clown ♪	Season Count:	1	S:5
Music:	♪ a twisting, turning, ever-bending show ♪	Season Count:	1	S:5
Music:	♪ leave them with a smile when you go ♪	Season Count:	1	S:5
Music:	♪ you can bet that you're a star ♪	Season Count:	1	S:5
Music:	♪ so don't forget how fun you are ♪	Season Count:	1	S:5
Music:	♪ get out there and give it your all ♪	Season Count:	1	S:5
Music:	♪ and don't stop dancing ♪	Season Count:	1	S:5
Music:	♪ you are a rotten little cog, mon frère ♪	Season Count:	1	S:5
Music:	♪ spun by forces you don't understand ♪	Season Count:	1	S:5
Music:	♪ why not sell your sadness as a brand? ♪	Season Count:	1	S:5
Music:	♪ paint your face and brush your mane ♪	Season Count:	1	S:5
Music:	♪ today's the day, you've got the spark ♪	Season Count:	1	S:5
Music:	♪ ta-da-da-da! ♪	Season Count:	1	S:5
Music:	♪ oklahoma ♪	Season Count:	1	S:5
Music:	♪ ...in song! ♪	Season Count:	1	S:5
Music:	♪ hell, no! ♪	Season Count:	1	S:5
Music:	♪ it's midnight! ♪	Season Count:	1	S:5
Music:	♪ maybe if i could find my old journals ♪	Season Count:	1	S:5
